epoch,train_recon,train_adv,train_lpips,train_mdn_nll,train_chroma,val_l1,val_psnr,val_ssim,val_lpips,val_deltae,val_chroma
21,0.06268631913871263,1.3357314624454066,0.1564644597410332,0.0,0.0,0.06325040377822577,22.127199172973633,0.9162636995315552,0.1581548061900112,9.31991125088112,0.07689683120019462
22,0.06245510573321257,1.3378441510668886,0.15593351678881928,0.0,0.0,0.06405523670341622,22.065481185913086,0.9150736331939697,0.15974813060057597,9.466383302912993,0.07649407608314555
23,0.06233466013966111,1.3407772348141234,0.1556091002356759,0.0,0.0,0.06396605305540629,22.10614585876465,0.9152904748916626,0.1606833061062488,9.44232700786003,0.07686928404020328
24,0.06219263388905378,1.3411550100553713,0.15504486048434654,0.0,0.0,0.06298504929457392,22.188901901245117,0.9183553457260132,0.15792456283873202,9.320393856166124,0.07659977788747359
25,0.062129879004964604,1.343496272462952,0.1547937938945184,0.0,0.0,0.06386658413653948,21.944843292236328,0.9219467043876648,0.1625946169244308,9.271106180356664,0.08441429462607335
26,0.06182984087350992,1.3441379114685563,0.15423610153616138,0.0,0.0,0.06270443469139875,22.20948600769043,0.9175472855567932,0.15864745073583947,9.253937790039874,0.07605907772289437
27,0.06185747178360377,1.346291947755129,0.15403980247678611,0.0,0.0,0.06315935279975753,22.165546417236328,0.9169132113456726,0.16045408200274328,9.360473753691387,0.07632436938270801
28,0.06162886421810797,1.348348370397653,0.15353808565231442,0.0,0.0,0.06290805972173434,22.173816680908203,0.9186431169509888,0.15772969473977716,9.257141454547059,0.07734334063964064
29,0.06146194999234639,1.349783549888172,0.1531207044383684,0.0,0.0,0.06326522439175628,22.15020179748535,0.9147254228591919,0.15962504276207515,9.3487416989997,0.07595785786541236
30,0.061455988649421,1.3517643933755996,0.1529325860806792,0.0,0.0,0.06277522198981096,22.16489601135254,0.9182232022285461,0.15984028539195114,9.220125857521506,0.077970612679376
31,0.06117308751469297,1.354823613818539,0.15238629367239448,0.0,0.0,0.06355715370332661,22.097944259643555,0.9159337878227234,0.15881401027033643,9.352766013612934,0.07740290964893601
32,0.06114365550675131,1.3550269924222833,0.15216569248200823,0.0,0.0,0.06376462967685458,22.152507781982422,0.9115523099899292,0.16162055451162055,9.48239409489458,0.07451645865076396
33,0.0611253532069909,1.3557396080265463,0.1519306382977343,0.0,0.0,0.06347726245282911,22.1723690032959,0.9140220880508423,0.15806129551818726,9.433226264157549,0.07451319209292155
34,0.06088144117090644,1.3567252515421575,0.15128169884442497,0.0,0.0,0.06284260026672307,22.21799659729004,0.918994665145874,0.15890920848823062,9.279861868262625,0.07694044228674483
