epoch,train_recon,train_adv,train_lpips,train_mdn_nll,train_chroma,val_l1,val_psnr,val_ssim,val_lpips,val_deltae,val_chroma
1,0.06795990749517694,0.0,0.1717506657561836,0.0,0.08143867878145411,0.06461321542702135,22.07406234741211,0.9146190285682678,0.16338069125467322,9.547519975683603,0.08079245055214364
2,0.06405737753157395,0.0,0.1620247650720329,0.0,0.07824909609604541,0.06341182930441965,22.215328216552734,0.9204357266426086,0.1604279002555612,9.456474988734355,0.07630834351776361
3,0.06279123911215007,0.0,0.15812137224771627,0.0,0.07706675878352466,0.06267400509586521,22.252155303955078,0.9156056046485901,0.15821099783233902,9.22593450279129,0.07810859872075189
4,0.0630145524213016,1.094845455503564,0.15716235330913045,0.0,0.07610429817020052,0.06283391878551461,22.209081649780273,0.9177935719490051,0.1568531004675463,9.289186488346559,0.07775120844109719
5,0.06300448216374803,1.1625821686750706,0.15655843329191493,0.0,0.07574596643318067,0.06253911275155738,22.323734283447266,0.9189154505729675,0.15495963151506684,9.293613761746917,0.0753351425078987
6,0.062595011061575,1.1912821884017766,0.15567693106895025,0.0,0.07538596833654623,0.06277330650188842,22.241748809814453,0.9171819090843201,0.15539658955540978,9.276130069871577,0.07632589152901947
7,0.062143960473602974,1.2006325740003485,0.15490033353778757,0.0,0.0749473392607554,0.06195351101604162,22.354366302490234,0.9190195798873901,0.15369090934594473,9.180432335669254,0.07428025034274541
8,0.06191971266379798,1.2017032142944541,0.15414367352306538,0.0,0.07471724561104799,0.06264129937926427,22.33237648010254,0.9155946373939514,0.15485423015487962,9.294654515611024,0.07369900638294988
9,0.06158193963789374,1.206085715200064,0.15313729752592584,0.0,0.07431031418888731,0.061601259330866714,22.413732528686523,0.9162098169326782,0.15410008220946422,9.115989638977691,0.07493814164955243
10,0.06118838433774967,1.2062521932468144,0.15235009880780673,0.0,0.07397571651023871,0.061094568593620585,22.41547966003418,0.9224847555160522,0.1537002827711299,8.991232672993208,0.07501157280840293
11,0.060927040582888115,1.2081526724666976,0.1515737049064503,0.0,0.07362706863121894,0.06122183234167366,22.341211318969727,0.9198467135429382,0.1516345130691842,8.978431059198886,0.07589729180877783
12,0.060641601744375634,1.2068679094422003,0.150800906714823,0.0,0.07334185362233704,0.06076597982198417,22.435657501220703,0.9213504791259766,0.15181400258542777,8.950430946189817,0.07433111068247412
13,0.06041251571127766,1.2061806339406866,0.150187228455777,0.0,0.0730793831568378,0.06095957252032617,22.45757293701172,0.9206551313400269,0.150752379728549,9.03696671186709,0.0723666573094637
14,0.06014542136264119,1.2047852518931637,0.14933499014835955,0.0,0.07282346418000406,0.06106607823082212,22.387893676757812,0.9212375283241272,0.1509125567346561,8.989594982451752,0.07402340589346838
15,0.05994804601889181,1.2050704156432148,0.14876969192668316,0.0,0.07263189874819966,0.06180472460677143,22.369346618652344,0.9183619022369385,0.1516208060565783,9.169278667086648,0.07269384477193616
16,0.059625801783347136,1.2035678104976162,0.14806835081223504,0.0,0.07221468272273446,0.06181870957612157,22.390974044799805,0.9152358770370483,0.151377446918177,9.205850523726946,0.07152190112641879
17,0.05949939716440595,1.2040341310617122,0.1475546829252495,0.0,0.07216816682219684,0.06017525959499076,22.488964080810547,0.923665463924408,0.15086570482294098,8.823611417738329,0.07445759043431416
18,0.059164053688011004,1.2013999332748544,0.14688062730513024,0.0,0.07174600841078575,0.061059808134197854,22.418066024780273,0.9193083643913269,0.15011657530269704,9.009192198264499,0.07303281586502447
19,0.05899734987456829,1.2018787277357181,0.14639751754810804,0.0,0.07156105394024467,0.06058377018641858,22.484649658203125,0.9201774001121521,0.1496908199720356,8.939723032195362,0.07328628479954408
20,0.05868144833350475,1.2009925546500015,0.14570924968700144,0.0,0.07117281930359429,0.06194334199615553,22.339725494384766,0.9160715937614441,0.15159070637880587,9.119681048460034,0.07273149402702556
21,0.058508156277586224,1.198580426974997,0.14505212829210767,0.0,0.07094171240290173,0.060587892475791,22.48567771911621,0.9200958013534546,0.14989941279176905,8.948154533610625,0.0728216449722272
22,0.05813796894575032,1.1972473908129595,0.14427717154709632,0.0,0.07051006795211252,0.06035830331992369,22.53270149230957,0.9198573231697083,0.14850926652801136,8.915144193740119,0.07200375991333433
23,0.05812732408259072,1.1958000324767213,0.14411153193349485,0.0,0.07048067845545147,0.060025075387929665,22.52075958251953,0.9214800596237183,0.1492603734678247,8.808103727025479,0.07404978376101046
24,0.057864288898220144,1.1957095707633825,0.14342673999764033,0.0,0.07020719531676224,0.06149076892673468,22.400583267211914,0.9180541038513184,0.15173754965265593,9.091758894987134,0.07200222813031253
25,0.05759002026937036,1.1935316122985524,0.14286319098831762,0.0,0.06982594591051511,0.059820215329945255,22.59382438659668,0.9229198694229126,0.14859600644819543,8.844424011994477,0.07142756646107726
26,0.05748780873305055,1.1933340174939118,0.14236860846964652,0.0,0.0697413699891106,0.059496707536008844,22.554933547973633,0.9245068430900574,0.15206032668968208,8.72697347085349,0.07404897755392793
27,0.05739067185901779,1.1921754687281476,0.14209933785766982,0.0,0.0695455754531078,0.06035361689951073,22.54340934753418,0.9207066297531128,0.14805769094941662,8.973517818611208,0.07097979382473547
28,0.05708627109369669,1.1913436418290109,0.14142369816443984,0.0,0.06919395483607249,0.06052739684488259,22.464801788330078,0.9204391241073608,0.15079420211226666,8.939720716797003,0.07139788574280859
29,0.056831342023516175,1.1925289742794076,0.14092291498119747,0.0,0.0688482902409186,0.060336394851155974,22.518409729003906,0.9199709296226501,0.14959453945817733,8.89437588523416,0.07198375316352404
30,0.05664545913879024,1.190658301840175,0.1405840453133099,0.0,0.06860487180635821,0.060086068219873084,22.52214241027832,0.921909511089325,0.148619141210528,8.864612732948709,0.07188541845989828
31,0.056512439938485357,1.1920746706849141,0.1400908302861529,0.0,0.06841660963948262,0.060074062527519984,22.514902114868164,0.9208402633666992,0.1498748298306592,8.860591593242827,0.07227194637936704
32,0.05620009058425648,1.1899628017571067,0.13945977103337756,0.0,0.06801544316392756,0.06028108260169083,22.505632400512695,0.9207682609558105,0.1499818785935223,8.859619350994334,0.07294233258114476
33,0.05609442056071368,1.1904473709931207,0.1391519162928102,0.0,0.06784735731926005,0.06010141691156462,22.528383255004883,0.9222058653831482,0.14917317471083472,8.829640861318893,0.0720115769915387
34,0.055831048346677674,1.1889920823743803,0.13856625393118074,0.0,0.06757498137064258,0.05971681444021333,22.529178619384766,0.9239510297775269,0.1486397236689967,8.779175123246779,0.07251416373716182
