epoch,train_recon,train_adv,train_lpips,train_mdn_nll,train_chroma,val_l1,val_psnr,val_ssim,val_lpips,val_deltae,val_chroma,val_nll
17,-3.128376046900063,4.076197838355343,0.16166138232479443,-3.128376046900063,0.0,0.061026003498698814,22.602163314819336,0.9293215274810791,0.16604015059998722,9.146151073840485,0.0705742567558499,-3.0319868897189615
18,-3.141384572802309,4.129687091781383,0.16123170027613962,-3.141384572802309,0.0,0.060965352047349555,22.634634017944336,0.9287926554679871,0.16320282756155277,9.118049411212697,0.06936211991502124,-2.9781261635761633
19,-3.1505732723956856,4.221792371798117,0.16094726702317563,-3.1505732723956856,0.0,0.06138649231203798,22.60694122314453,0.9271683692932129,0.16570061429583727,9.241183492649837,0.07022790630616728,-3.026184697778953
20,-3.1655364042647647,4.221695243658206,0.1603559777453949,-3.1655364042647647,0.0,0.06034700381008684,22.572229385375977,0.9294808506965637,0.1682162823922494,8.835985086879143,0.07386488601022742,-2.9861084885623943
21,-3.1827739163825877,4.317748492205956,0.1599175004508446,-3.1827739163825877,0.0,0.061853646021597194,22.542261123657227,0.928284227848053,0.16409069348742314,9.33198406516003,0.06873540259396829,-3.0195761568406048
22,-3.192526975312581,4.310453885309868,0.15937069700748294,-3.192526975312581,0.0,0.0603872796765813,22.64402198791504,0.9287335276603699,0.1638964862048793,9.001249327379114,0.07071121784151435,-3.028975041306653
23,-3.2032333251841973,4.428955021367198,0.15907282810842857,-3.2032333251841973,0.0,0.06069082085888426,22.64290428161621,0.9286081790924072,0.16385728134369315,9.094065504581655,0.0702565682462367,-3.0690286289744018
24,-3.2187444747622287,4.453307977942742,0.15868832484071196,-3.2187444747622287,0.0,0.060079572644053385,22.652748107910156,0.9301281571388245,0.1634675434448806,8.927658342847637,0.07098703620647516,-3.0682820739532386
25,-3.232941455689233,4.505631655879815,0.15820219740383473,-3.232941455689233,0.0,0.060336268436508016,22.65460968017578,0.9298099875450134,0.16406066946330525,8.996197626370343,0.07046949388641938,-3.0669088163295712
26,-3.2441196313452956,4.610237675847933,0.15783925204976754,-3.2441196313452956,0.0,0.06015570602622353,22.692712783813477,0.9294382929801941,0.16319730987443642,8.951830890666203,0.06997665547940578,-3.082142561757598
27,-3.261777163912635,4.59985609160729,0.15711452337482665,-3.261777163912635,0.0,0.06176808418533882,22.580963134765625,0.9274753332138062,0.16334424509095544,9.29660410840972,0.06922601593308755,-3.0462593861988614
28,-3.2703856906220516,4.693078645028579,0.15707314699064615,-3.2703856906220516,0.0,0.06326574843679489,22.408721923828125,0.9257671236991882,0.16833718773238465,9.525259858753834,0.07014206269395952,-3.013689068519101
29,-3.285209406815194,4.7016931313133945,0.1565951759028664,-3.285209406815194,0.0,0.06174730488127854,22.57154655456543,0.9278078079223633,0.16355368496030986,9.22285244444839,0.0693187301493242,-3.049711544640592
30,-3.299917185904565,4.778019380734181,0.1559027871701695,-3.299917185904565,0.0,0.060517533277931,22.64520835876465,0.9288713335990906,0.16291348868850566,9.069505601370034,0.06971100232034337,-3.0692393803129008
31,-3.3094306819322195,4.792439706898839,0.15548847261654003,-3.3094306819322195,0.0,0.06012089566669377,22.689258575439453,0.9296864867210388,0.16228955047053784,8.996630899712486,0.06910119728506112,-3.10187398318817
32,-3.32367200527724,4.84679819779573,0.15534116235553555,-3.32367200527724,0.0,0.06010013298556751,22.651391983032227,0.9291061758995056,0.16416273301555998,8.923628674835719,0.07031136665086285,-3.0983756523506316
33,-3.3346054264646137,4.886631947483551,0.15484982991485347,-3.3346054264646137,0.0,0.06108242084979176,22.586105346679688,0.928569495677948,0.16357799117513397,9.23472318462297,0.06902852724371504,-3.0974529998309137
34,-3.3447130317264007,4.946194149775346,0.15426146505598048,-3.3447130317264007,0.0,0.06134171339393664,22.579753875732422,0.9277143478393555,0.1644349870394592,9.243610997159942,0.06923322973339832,-3.0670824515051534
35,-3.3643463458625287,4.9273014206670895,0.15367718768320343,-3.3643463458625287,0.0,0.05986488062669249,22.66451644897461,0.9294076561927795,0.16243539281001612,8.916181463487343,0.07079224260289128,-3.083948521887889
36,-3.374600541595225,5.006803014685788,0.15327628667682597,-3.374600541595225,0.0,0.06142167621800879,22.61025619506836,0.9281636476516724,0.1632896173609739,9.301043465691787,0.06906231254840098,-3.0877822248541675
37,-3.382882368603996,5.017317810060317,0.15305874352789597,-3.382882368603996,0.0,0.06089136129667779,22.63309669494629,0.9290645718574524,0.16284641778978312,9.114277823632504,0.06951687073319399,-3.074745936887939
38,-3.3997204348145034,5.104998278023424,0.15235944158744796,-3.3997204348145034,0.0,0.06021877227439767,22.64312171936035,0.9287717938423157,0.1631324052789799,8.94003251153214,0.07003066557295182,-3.0564149937042
39,-3.409583705364673,5.117801555147863,0.15205746304974538,-3.409583705364673,0.0,0.06022123270341996,22.643335342407227,0.9296664595603943,0.16327893329100782,8.967365783803602,0.07091687123502503,-3.0737813594294527
